SampleSize,Set,Memory_Percentage,Failure_Percentage
100,18,0.823529,0
100,18,0.828571,0
100,18,0.75,0.0625
100,18,0.828571,0.0333333
100,18,0.827586,0
100,18,0.8,0.0344828
100,18,0.852941,0
100,18,0.909091,0
100,18,0.818182,0
100,18,0.851852,0
100,18,0.777778,0
100,18,0.740741,0.047619
100,18,0.875,0
100,18,0.891892,0
100,18,0.785714,0.0434783
100,18,0.73913,0.0555556
100,18,0.833333,0
100,18,0.833333,0
100,18,0.727273,0.111111
100,18,0.807692,0.0869565
100,18,0.8,0
100,18,0.9,0
100,18,0.84375,0
100,19,0.875,0.0666667
100,19,0.823529,0.0666667
100,19,0.848485,0
100,19,0.871795,0.0285714
100,19,0.794118,0
100,19,0.6875,0.0833333
100,19,0.8,0.0666667
100,19,0.794118,0
100,19,0.766667,0.0416667
100,19,0.815789,0
100,19,0.8,0.04
100,19,0.837838,0.03125
100,19,0.814815,0
100,19,0.814815,0
100,19,0.857143,0
100,19,0.761905,0
100,19,0.727273,0.111111
100,19,0.814815,0.0434783
100,19,0.815789,0
100,19,0.933333,0
100,19,0.791667,0
100,19,0.736842,0
100,19,0.758621,0.0434783
100,19,0.878788,0
100,19,0.722222,0.037037
100,19,0.8,0
100,19,0.885714,0
100,19,0.863636,0.05
100,19,0.782609,0
100,19,0.8,0.047619
100,19,0.833333,0.0625
100,19,0.769231,0
100,19,0.866667,0
100,19,0.733333,0
100,19,0.888889,0
100,19,0.857143,0.0625
100,19,0.740741,0
100,19,0.888889,0
100,19,0.8,0.111111
100,19,0.666667,0
100,19,0.818182,0
100,19,0.6,0
100,19,0.777778,0
100,19,0.805556,0
100,19,0.888889,0
100,19,0.727273,0
100,19,0.833333,0
100,19,0.833333,0
100,19,0.857143,0
100,19,0.769231,0
100,19,0.84375,0
100,19,0.818182,0.1
100,19,0.894737,0.841121
100,19,0.821429,0
100,19,0.852941,0
100,19,0.866667,0
100,19,0.857143,0.0322581
100,19,0.821429,0
100,19,0.8,0.0909091
100,19,0.76,0
100,19,0.78125,0.0384615
100,19,0.783784,0
100,19,0.807692,0
100,19,0.870968,0
100,19,0.821429,0.206897
100,19,0.904762,0
100,19,0.857143,0
100,19,0.848485,0
100,19,0.842105,0.0588235
100,19,0.916667,0.0434783
100,19,0.846154,0.0434783
100,19,0.666667,0
100,19,0.857143,0
100,19,0.807692,0
100,19,0.625,0
100,19,0.814815,0
100,19,0.842105,0
100,19,0.906977,0
100,19,0.846154,0
100,19,0.84,0.0454545
100,19,0.75,0
100,19,0.884615,0
100,19,0.878788,0
100,19,0.827586,0.0769231
100,19,0.736842,0.125
100,19,0.777778,0
100,19,0.8,0
100,19,0.88,0
100,19,NA,NA
100,19,0.733333,0
100,19,0.866667,0
100,19,0.78125,0.0384615
100,19,0.826087,0
100,19,0.769231,0.0322581
100,19,0.866667,0.0714286
100,19,0.777778,0
100,19,0.666667,0
100,19,0.806452,0
100,19,0.789474,0
100,19,0.820513,0
100,20,0.888889,0
100,20,0.823529,0.0666667
100,20,0.833333,0
100,20,0.789474,0
100,20,0.76,0
100,20,0.870968,0
100,20,0.777778,0
100,20,0.85,0
100,20,0.826087,0
100,20,0.714286,0
100,20,0.866667,0.133333
100,20,0.885714,0
100,20,0.823529,0
100,20,0.888889,0
100,20,0.727273,0
100,20,0.83871,0
100,20,0.826087,0
100,20,0.863636,0.05
100,20,0.787879,0
100,20,0.8125,0.0714286
100,20,0.871795,0
100,20,0.916667,0
100,20,0.666667,0
100,20,0.882353,0.0625
100,20,0.793103,0.0416667
100,20,0.5,0
100,20,0.869565,0
100,20,0.692308,0
100,20,0.878788,0
100,20,0.733333,0
100,20,0.758621,0.0833333
100,20,0.714286,0
100,20,0.818182,0.0357143
100,20,NA,NA
100,20,0.7,0.0666667
100,20,0.857143,0
100,20,0.571429,0
100,20,0.733333,0
100,20,0.846154,0.0434783
100,20,0.774194,0
100,20,0.85,0
100,20,0.88,0
100,20,0.904762,0
100,20,0.72,0.1
100,20,NA,NA
100,20,0.885714,0
100,20,0.777778,0
100,20,0.681818,0.0625
100,20,0.733333,0
100,20,0.888889,0
100,20,0.833333,0
100,20,0.764706,0.0714286
100,20,0.774194,0
100,20,0.857143,0.0322581
100,20,0.794118,0
100,20,0.857143,0
100,20,0.870968,0
100,20,0.882353,0
100,20,0.863636,0
100,20,1,0
100,20,0.783784,0.0333333
100,20,0.818182,0
100,20,0.805556,0.0645161
100,20,0.75,0
100,20,0.828571,0.0333333
100,20,0.809524,0
100,20,0.78125,0.0384615
100,20,0.444444,0
100,20,0.888889,0
100,20,0.8,0
100,20,0.875,0
100,20,0.8125,0.037037
100,20,0.928571,0
100,20,0.83871,0.0714286
100,20,0.885714,0.03125
100,20,0.864865,0
100,20,0.923077,0.027027
100,20,0.837838,0
100,20,0.666667,0
100,20,0.846154,0
100,20,0.8125,0
100,20,0.814815,0.0434783
100,20,0.75,0.0357143
100,20,0.852941,0
100,20,0.8,0
100,20,0.964286,0
100,20,0.727273,0
100,20,0.878788,0
100,20,0.83871,0
100,20,0.763158,0
100,20,0.8,0
100,20,0.933333,0
100,20,0.846154,0
100,20,0.857143,0
100,20,0.83871,0.037037
100,20,0.878788,0
100,20,0.72,0.0526316
100,20,0.826087,0
100,20,0.862069,0.0384615
100,20,0.789474,0
110,1,0.684211,0
110,1,0.741935,0.0416667
110,1,0.761905,0.0588235
110,1,0.689655,0.047619
110,1,0.846154,0
110,1,0.846154,0
110,1,0.916667,0
110,1,0.825,0.0294118
110,1,0.75,0
110,1,0.75,0
110,1,0.714286,0.166667
110,1,0.880952,0
110,1,0.764706,0.0714286
110,1,0.842105,0
110,1,0.777778,0
110,1,0.771429,0
110,1,0.852941,0
110,1,0.809524,0
110,1,0.826087,0
110,1,0.782609,0
110,1,0.789474,0
110,1,0.794118,0.0357143
110,1,0.857143,0
110,1,0.818182,0
110,1,NA,NA
110,1,0.766667,0
110,1,0.875,0
110,1,0.818182,0
110,1,0.857143,0
110,1,0.794118,0.0357143
110,1,0.833333,0
110,1,0.8,0
110,1,0.827586,0
110,1,0.5,0
110,1,0.837838,0
110,1,0.870968,0
110,1,0.5,0
110,1,NA,NA
110,1,0.857143,0.0625
110,1,0.857143,0
110,1,0.714286,0
110,1,0.933333,0.0666667
110,1,0.875,0
110,1,NA,NA
110,1,0.807692,0
110,1,0.821429,0
110,1,0.807692,0
110,1,0.818182,0
110,1,0.870968,0.0357143
110,1,0.809524,0
110,1,0.833333,0
110,1,0.8,0
110,1,0.833333,0
110,1,0.6875,0
110,1,0.708333,0
110,1,0.75,0.04
110,1,0.677419,0.0454545
110,1,0.5,0
110,1,0.783784,0
110,1,0.833333,0
110,1,0.782609,0
110,1,0.857143,0
110,1,0.777778,0.0454545
110,1,0.815789,0.03125
110,1,0.84375,0
110,1,0.88,0
110,1,0.764706,0
110,1,0.83871,0.037037
110,1,0.863636,0.05
110,1,0.846154,0.108108
110,1,0.764706,0
110,1,0.928571,0
110,1,0.84,0
110,1,0.8,0
110,1,0.848485,0
110,1,0.846154,0
110,1,0.923077,0.04
110,1,0.871795,0
110,1,0.878049,0
110,1,0,NA
110,1,0.777778,0
110,1,0.875,0
110,1,0.875,0
110,1,1,0
110,1,0.9,0
110,1,0.818182,0
110,1,0.806452,0
110,1,0.73913,0
110,1,0.75,0.1
110,1,0.857143,0
110,1,0.769231,0
110,1,0.75,0.1
110,1,0.454545,0
110,1,0.791667,0
110,1,0.909091,0
110,1,0.892857,0
110,1,0.9,0
110,1,0.827586,0
110,1,0.925,0
110,1,0.823529,0
110,1,0.864865,0
110,1,0.861111,0.03125
110,1,1,0
110,1,0.709677,0
110,1,0.882353,0
110,1,0.837838,0
110,1,0.848485,0.895522
110,1,0.888889,0
110,1,0.771429,0.0357143
110,1,0.806452,0
110,2,0.848485,0
110,2,0.837209,0
110,2,0.615385,0
110,2,0.861111,0
110,2,0.78125,0.0384615
110,2,0.8,0
110,2,0.88,0
110,2,0.857143,0.04
110,2,0.863636,0.05
110,2,0.75,0.0454545
110,2,0.866667,0
110,2,0.857143,0
110,2,0.76,0.0952381
110,2,0.818182,0
110,2,0.8,0
110,2,0.805556,0
110,2,0.75,0
110,2,0.861111,0
110,2,0.814815,0
110,2,0.8,0
110,2,0.818182,0
110,2,0.772727,0
110,2,0,NA
110,2,0.891892,0
110,2,0.692308,0.0526316
110,2,0.75,0
110,2,0.9,0.0526316
110,2,0.727273,0
110,2,0.777778,0
110,2,0.84375,0.0357143
110,2,0.923077,0
110,2,0.818182,0
110,2,0.9,0
110,2,0.785714,0
110,2,0.793103,0
110,2,0.818182,0
110,2,0.814815,0
110,2,0.878788,0
110,2,0.857143,0
110,2,0.852941,0
110,2,0.8,0.2
110,2,0.8,0.0588235
110,2,1,0
110,2,0.864865,0
110,2,0.888889,0
110,2,0.833333,0
110,2,0.76,0
110,2,0.777778,0
110,2,0.837838,0
110,2,0.941176,0
110,2,0.625,0.166667
110,2,0.846154,0
110,2,0.852941,0.0333333
110,2,0.828571,0
110,2,0.8125,0
110,2,0.625,0.166667
110,2,0.911765,0
110,2,0.9,0
110,2,0.764706,0
110,2,0.7,0.222222
110,2,0.83871,0
110,2,0.869565,0
110,2,0.925,0
110,2,0.73913,0
110,2,0.875,0
110,2,0.766667,0
110,2,0.857143,0.0526316
110,2,0.810811,0.0322581
110,2,0.783784,0.0645161
110,2,0.851852,0
110,2,0.833333,0
110,2,0.92,0
110,2,0.848485,0
110,2,0.8125,0
110,2,0.774194,0.0769231
110,2,0.73913,0.0555556
110,2,0.8125,0
110,2,0.757576,0
110,2,0.85,0
110,2,0.809524,0
110,2,0.870968,0
110,2,0.909091,0.0909091
110,2,0.695652,0
110,2,0.809524,0
110,2,0.825,0
110,2,0.846154,0
110,2,0.810811,0.0625
110,2,0.806452,0.0384615
110,2,0.692308,0
110,2,0.891892,0
110,2,0.769231,0
110,2,0.75,0
110,2,0.878788,0
110,2,0.333333,0
110,2,0.842105,0
110,2,0.826087,0.05
110,2,0.861111,0
110,2,0.806452,0.0384615
110,2,0.783784,0.0333333
110,2,0.758621,0
110,2,0.8,0
110,2,0.791667,0
110,2,0.875,0
110,2,0.72,0.0526316
110,2,0.896552,0
110,2,0.848485,0
110,2,0.4,0
110,2,0.805556,0
110,2,0.942857,0
110,2,0.871795,0
110,3,1,0
110,3,0.852941,0
110,3,0.787879,0
110,3,0.75,0
110,3,0.903226,0
110,3,0.931034,0
110,3,0.5,0
110,3,0.83871,0
110,3,0.833333,0
110,3,0.823529,0
110,3,0.757576,0.0384615
110,3,0.883721,0.05
110,3,0.793103,0
110,3,0.727273,0
110,3,0.814815,0
110,3,0.789474,0
110,3,0.821429,0.0416667
110,3,0.948718,0.119048
110,3,0.758621,0
110,3,0.806452,0.0384615
110,3,0.878049,0
110,3,0.916667,0
110,3,0.78125,0.0384615
110,3,0.863636,0
110,3,0.769231,0
110,3,0.882353,0
110,3,0.90625,0
110,3,0.833333,0
110,3,0.777778,0.0666667
110,3,0.857143,0
110,3,0.864865,0
110,3,0.888889,0
110,3,0.956522,0
110,3,0.857143,0
110,3,0.875,0
110,3,0.842105,0
110,3,0.833333,0.0322581
110,3,0.625,0
110,3,0.805556,0.0333333
110,3,0.83871,0.037037
110,3,0.863636,0
110,3,0.75,0.0357143
110,3,0.863636,0
110,3,0.826087,0
110,3,0.833333,0
110,3,0.9,0
110,3,0.833333,0.0322581
110,3,0.866667,0.0714286
110,3,0.875,0
110,3,0.948718,0
110,3,0.828571,0.0333333
110,3,0.828571,0
110,3,0.892857,0
110,3,0.818182,0
110,3,0.727273,0.04
110,3,0.921053,0
110,3,0.818182,0.0526316
110,3,0.666667,0
110,3,0.933333,0
110,3,0.764706,0
110,3,0.794872,0
110,3,0.807692,0
110,3,0.863636,0
110,3,0.88,0
110,3,0.740741,0.047619
110,3,0.814815,0
110,3,0.791667,0.05
110,3,0.724138,0.0869565
110,3,0.864865,0
110,3,0.827586,0
110,3,0.869565,0
110,3,0.833333,0
110,3,0.857143,0.04
110,3,0.708333,0.105263
110,3,0.730769,0
110,3,0.733333,0
110,3,0.764706,0.037037
110,3,0.925926,0.0384615
110,3,0.888889,0
110,3,0.820513,0.030303
110,3,0.923077,0
110,3,0.794118,0
110,3,0.846154,0
110,3,0.814815,0.0434783
110,3,0.857143,0.0322581
110,3,0.85,0.0285714
110,3,0.911765,0
110,3,0.833333,0.0384615
110,3,0.833333,0.0909091
110,3,0.84,0
110,3,0.911765,0.03125
110,3,0.891892,0
110,3,0.888889,0
110,3,0.815789,0.03125
110,3,1,0
110,3,0.794118,0.0357143
110,3,0.810811,0
110,3,0.827586,0
110,3,0.78125,0.166667
110,3,1,0
110,3,0.892857,0
110,3,0.810811,0
110,3,0.821429,0
110,3,0.8,0
110,3,0.864865,0.030303
110,3,0.774194,0
110,3,0.846154,0.0294118
110,3,0.818182,0
110,3,0.833333,0.0322581
110,3,0.866667,0
110,4,0.931034,0
110,4,0.916667,0
110,4,0.909091,0
110,4,0.8,0
110,4,0.823529,0
110,4,0.777778,0.0454545
110,4,0.869565,0
110,4,0.88,0.0434783
110,4,0.764706,0
110,4,0.888889,0
110,4,0.863636,0
110,4,0.821429,0
110,4,0.807692,0
110,4,0.9,0
110,4,0.866667,0
110,4,0.862069,0
110,4,0.857143,0.04
110,4,0.666667,0
110,4,0.702703,0.037037
110,4,0.833333,0
110,4,0.83871,0
110,4,0.655172,0.05
110,4,0.83871,0
110,4,0.8125,0
110,4,0.857143,0
110,4,0.925926,0
110,4,0.862069,0
110,4,0.757576,0.0384615
110,4,0.864865,0
110,4,0.861111,0
110,4,0.787879,0.037037
110,4,0.882353,0.0625
110,4,0.736842,0
110,4,0.84375,0
110,4,0.851852,0
110,4,0.828571,0
110,4,0.777778,0.0344828
110,4,0.666667,0
110,4,0.833333,0
110,4,0.821429,0.0416667
110,4,0.888889,0
110,4,0.866667,0
110,4,0.846154,0.0294118
110,4,0.9,0.960294
110,4,0.833333,0.0322581
110,4,0.833333,0
110,4,0.90625,0
110,4,0.75,0
110,4,0.8,0
110,4,NA,NA
110,4,0.853659,0
110,4,0.777778,0
110,4,0.666667,0
110,4,0.758621,0
110,4,0.777778,0
110,4,0.892857,0
110,4,0.846154,0.0294118
110,4,0.864865,0
110,4,1,0
110,4,0.794118,0
110,4,0.862069,0.0384615
110,4,0.8,0
110,4,0.757576,0
110,4,0.833333,0
110,4,0.75,0
110,4,0.862069,0.0384615
110,4,0.8,0.0344828
110,4,0.871795,0
110,4,0.833333,0
110,4,0.8125,0.978879
110,4,0.736842,0
110,4,0.814815,0
110,4,0.787879,0
110,4,0.913043,0
110,4,0.837838,0.03125
110,4,0.833333,0.0909091
110,4,0.857143,0
110,4,0.794872,0.03125
110,4,0.769231,0
110,4,0.777778,0
110,4,0.733333,0
110,4,0.774194,0
110,4,0.6,0
110,4,0.789474,0.0625
110,4,0.8125,0
110,4,0.864865,0.030303
110,4,0.826087,0
110,4,0.814815,0
110,4,0.862069,0.107143
110,4,0.814815,0.0434783
110,4,0.825,0.0294118
110,4,0.882353,0
110,4,0.869565,0.047619
110,4,0.736842,0.176471
110,4,0.75,0
110,4,0.782609,0.0526316
110,4,0.857143,0
110,4,0.928571,0.037037
110,4,0.807692,0
110,4,0.821429,0
110,4,0.83871,0
110,4,0.6,0
110,4,0.888889,0
110,4,0.857143,0
110,4,0.766667,0
110,4,0.848485,0
110,4,0.75,0.192308
110,4,0.756757,0
110,4,0.88,0.0434783
110,4,0.76,0
110,5,0.870968,0
110,5,0.71875,0.08
110,5,0.931034,0
110,5,0.666667,0
110,5,0.869565,0
110,5,0.878788,0.985197
110,5,0.727273,0.111111
110,5,0.833333,0
110,5,0.818182,0
110,5,0.8,0
110,5,0.846154,0
110,5,0.863636,0
110,5,0.857143,0.027027
110,5,0.807692,0
110,5,NA,NA
110,5,0.863636,0
110,5,0.896552,0
110,5,0.76,0.0952381
110,5,0.8125,0
110,5,0.848485,0.0344828
110,5,0.837838,0
110,5,0.736842,0
110,5,0.8,0.0909091
110,5,0.5,0
110,5,0.818182,0.0357143
110,5,0.5,0
110,5,0.846154,0.0833333
110,5,0.742857,0.037037
110,5,0.828571,0
110,5,0.884615,0.0416667
110,5,NA,NA
110,5,0.913043,0
110,5,0.75,0.0769231
110,5,0.769231,0
110,5,0.793103,0.0416667
110,5,0.705882,0.0769231
110,5,1,0
110,5,0.814815,0
110,5,0.793103,0.0416667
110,5,0.914286,0
110,5,0.918919,0
110,5,0.828571,0.0333333
110,5,0.925926,0.0384615
110,5,0.9,0.027027
110,5,0.809524,0
110,5,0.918919,0
110,5,0.777778,0
110,5,0.757576,0
110,5,0.9375,0
110,5,0.714286,0.047619
110,5,1,0
110,5,0.947368,0
110,5,0.75,0
110,5,0.846154,0.0294118
110,5,0.8,0
110,5,0.73913,0
110,5,0.827586,0.04
110,5,0.741935,0.0416667
110,5,0.727273,0.111111
110,5,0.857143,0
110,5,0.766667,0
110,5,0.83871,0.037037
110,5,0.809524,0
110,5,0.8125,0
110,5,0.869565,0
110,5,0.894737,0
110,5,0.774194,0
110,5,0.894737,0
110,5,0.814815,0
110,5,0.92,0
110,5,0.4,0
110,5,0.864865,0
110,5,0.884615,0.0416667
110,5,0.810811,0.0909091
110,5,0.771429,0
110,5,0.9,0
110,5,0.837838,0
110,5,0.805556,0
110,5,0.84375,0
110,5,0.846154,0
110,5,0.897436,0
110,5,0.818182,0
110,5,0.866667,0
110,5,0.84375,0
110,5,0.782609,0
110,5,0.869565,0
110,5,0.909091,0
110,5,0.5,0
110,5,0.73913,0
110,5,1,0
110,5,0.625,0
110,5,0.846154,0
110,5,0.9,0
110,5,0.875,0
110,5,0.827586,0
110,5,0.897436,0
110,5,0.818182,0
110,5,0.75,0
110,5,0.882353,0
110,5,0.935484,0
110,5,0.789474,0.0322581
110,5,0.806452,0.0384615
110,5,0.9,0
110,5,0.736842,0.997128
110,5,0.769231,0.0909091
110,5,0.789474,0
110,5,0.851852,0.08
110,5,0.875,0
110,5,0.884615,0
110,5,0.833333,0
110,6,0.757576,0
110,6,0.848485,0.0967742
110,6,0.636364,0
110,6,0.857143,0
110,6,0.904762,0
110,6,0.83871,0
110,6,0.777778,0.0454545
110,6,0.806452,0.0740741
110,6,0.8,0
110,6,0.820513,0.0588235
110,6,0.809524,0
110,6,0.818182,0
110,6,0.774194,0.04
110,6,0.85,0
110,6,0.8125,0
110,6,0.823529,0
110,6,0.833333,0
110,6,0.923077,0
110,6,0.923077,0.027027
110,6,0.794118,0.0357143
110,6,0.782609,0
110,6,0.833333,0
110,6,0.783784,0
110,6,0.952381,0
110,6,0.857143,0
110,6,NA,NA
110,6,0.888889,0
110,6,0.842105,0.0588235
110,6,0.75,0
110,6,0.72,0
110,6,NA,NA
110,6,0.894737,0
110,6,0.885714,0.03125
110,6,0.75,0
110,6,0.857143,0
110,6,0.827586,0
110,6,0.75,0.0526316
110,6,0.823529,0
110,6,0.757576,0
110,6,0.814815,0
110,6,0.923077,0
110,6,0.851852,0.0416667
110,6,0.842105,0
110,6,0.862069,0.166667
110,6,0.90625,0
110,6,0.83871,0
110,6,0.870968,0.0357143
110,6,0.764706,0
110,6,0.625,0.0625
110,6,0.851852,0
110,6,0.818182,0
110,6,0.909091,0.0322581
110,6,0.727273,0
110,6,0.823529,0
110,6,0.857143,0
110,6,0.884615,0
110,6,0.772727,0.0555556
110,6,0.789474,0
110,6,0.9,0
110,6,0.823529,0
110,6,0.826087,0
110,6,0.833333,0
110,6,0.794872,0
110,6,0.807692,0
110,6,0.928571,0
110,6,0.894737,0.0555556
110,6,0.9375,0
110,6,0.9,0
110,6,0.782609,0.0526316
110,6,0.806452,0
110,6,NA,NA
110,6,0.827586,0
110,6,0.818182,0.0357143
110,6,0.820513,0.030303
110,6,0.875,0
110,6,0.851852,0.0416667
110,6,0.76,0
110,6,0.828571,0.194444
110,6,0.83871,0.037037
110,6,0.814815,0.0434783
110,6,0.8125,0.0714286
110,6,0.842105,0
110,6,0.714286,0
110,6,0.777778,0
110,6,0.862069,0
110,6,0.774194,0
110,6,NA,NA
110,6,0.742857,0.037037
110,6,0.714286,0.0740741
110,6,0.777778,0
110,6,0.9,0
110,6,0.833333,0
110,6,0.923077,0
110,6,0.875,0
110,6,0.814815,0.0434783
110,6,0.894737,0
110,6,0.821429,0
110,6,0.891892,0.0294118
110,6,0.852941,0.0333333
110,6,0.875,0
110,6,0.83871,0.037037
110,6,0.862069,0
110,6,0.815789,0
110,6,0.785714,0
110,6,0.65,0
110,6,0.862069,0
110,6,0.888889,0
110,6,0.625,0
110,6,0.9,0
110,6,0.805556,0
110,7,0.666667,0
110,7,0.695652,0
110,7,0.727273,0
110,7,0.756757,0
110,7,NA,NA
110,7,0.892857,0
110,7,0.833333,0.047619
110,7,0.833333,0
110,7,0.5,0
110,7,0.857143,0
110,7,0.848485,0
110,7,0.851852,0
110,7,0.875,0
110,7,0.730769,0.05
110,7,0.85,0
110,7,0.777778,0
110,7,0.805556,0
110,7,0.814815,0
110,7,0.5,0
110,7,0.9375,0
110,7,0.764706,0.037037
110,7,0.5,0.2
110,7,0.75,0
110,7,0.8,0.0769231
110,7,0.705882,0.04
110,7,0.95,0
110,7,0.875,0
110,7,0.909091,0
110,7,0.923077,0
110,7,0.75,0
110,7,0.833333,0.0384615
110,7,0.8,0
110,7,0.852941,0
110,7,0.8125,0.0714286
110,7,0.863636,0
110,7,0.92,0
110,7,0.814815,0.0434783
110,7,0.825,0
110,7,0.875,0
110,7,0.705882,0.0769231
110,7,0.814815,0.0833333
110,7,0.794118,0
110,7,0.666667,0
110,7,0.789474,0.0625
110,7,0.870968,0.0357143
110,7,0.794118,0
110,7,0.916667,0
110,7,0.75,0
110,7,0.780488,0.030303
110,7,0.777778,0
110,7,0.83871,0
110,7,0.8,0
110,7,0.888889,0
110,7,0.914286,0.030303
110,7,0.8,0.04
110,7,0.868421,0
110,7,0.777778,0.0454545
110,7,0.791667,0
110,7,0.828571,0.0333333
110,7,0.666667,0
110,7,0.914286,0
110,7,0.76,0
110,7,0.78125,0.0384615
110,7,0.740741,0
110,7,0.833333,0.0740741
110,7,0.814815,0
110,7,0.9,0
110,7,0.869565,0
110,7,0.685714,0
110,7,0.8,0
110,7,0.666667,0.25
110,7,0.785714,0
110,7,0.84,0
110,7,0.625,0
110,7,0.724138,0
110,7,0.8,0.989019
110,7,0.8,0.111111
110,7,0.84,0
110,7,0.833333,0
110,7,0.833333,0
110,7,0.861111,0
110,7,0.894737,0
110,7,0.8,0
110,7,0.866667,0
110,7,0.823529,0
110,7,0.909091,0
110,7,0.76,0
110,7,0.694444,0.107143
110,7,1,0
110,7,0.724138,0.0454545
110,7,0.818182,0.0357143
110,7,0.764706,0.037037
110,7,0.83871,0
110,7,NA,NA
110,7,0.88,0
110,7,0.892857,0
110,7,0.772727,0
110,7,0.892857,0
110,7,0.944444,0
110,7,0.757576,0.0384615
110,7,0.793103,0.0416667
110,7,0.875,0
110,7,0.85,0
110,7,0.75,0
110,7,0.678571,0.0952381
110,7,0.851852,0.08
110,7,0.88,0
110,7,0.761905,0
110,7,0.909091,0
110,7,NA,NA
110,8,0.75,0
110,8,0.923077,0
110,8,0.862069,0
110,8,0.878788,0
110,8,0.785714,0
110,8,0.916667,0
110,8,0.807692,0
110,8,0.823529,0
110,8,0.794118,0
110,8,0.862069,0
110,8,0.764706,0
110,8,0.884615,0.0416667
110,8,0.833333,0.0384615
110,8,0.9375,0
110,8,0.8,0
110,8,0.896552,0
110,8,0.857143,0
110,8,0.787879,0.133333
110,8,0.852941,0
110,8,0.909091,0
110,8,0.863636,0.05
110,8,0.793103,0.08
110,8,0.794118,0
110,8,0.833333,0
110,8,0.772727,0
110,8,0.9,0.027027
110,8,0.864865,0
110,8,0.884615,0.0416667
110,8,1,0
110,8,0.75,0.0454545
110,8,0.772727,0
110,8,0.884615,0
110,8,0.882353,0.0322581
110,8,0.821429,0.0416667
110,8,0.916667,0
110,8,0.916667,0
110,8,0.842105,0.030303
110,8,0.852941,0.0333333
110,8,0.818182,0
110,8,0.9375,0.0625
110,8,0.84375,0.0357143
110,8,NA,NA
110,8,0.818182,0
110,8,0.807692,0
110,8,0.826087,0
110,8,0.878788,0.0333333
110,8,0.826087,0
110,8,0.944444,0
110,8,0.863636,0
110,8,0.947368,0
110,8,0.757576,0
110,8,0.923077,0
110,8,0.827586,0
110,8,0.9,0
110,8,0.810811,0
110,8,0.833333,0
110,8,0.833333,0.0384615
110,8,0.833333,0.0384615
110,8,0.631579,0
110,8,0.807692,0
110,8,1,0
110,8,0.75,0
110,8,0.8,0
110,8,0.871795,0
110,8,0.83871,0
110,8,0.736842,0
110,8,0.833333,0.0909091
110,8,0.8,0
110,8,0.884615,0
110,8,0.85,0
110,8,0.88,0
110,8,0.857143,0
110,8,0.896552,0
110,8,0.833333,0
110,8,0.833333,0
110,8,0.833333,0
110,8,1,0
110,8,0.75,0.0454545
110,8,0.863636,0
110,8,0.75,0.0526316
110,8,0.870968,0
110,8,0.846154,0
110,8,0.833333,0
110,8,0.666667,0
110,8,0.695652,0.111111
110,8,0.9,0
110,8,0.871795,0
110,8,0.793103,0
110,8,0.769231,0
110,8,0.8,0.0344828
110,8,0.8,0
110,8,0.772727,0
110,8,0.885714,0
110,8,0.666667,0.111111
110,8,0.8125,0.0714286
110,8,0.833333,0
110,8,1,0
110,8,0.75,0
110,8,0.846154,0
110,8,0.868421,0
110,8,0.84,0
110,8,0.805556,0.0645161
110,8,0.733333,0
110,8,0.909091,0
110,8,0.75,0
110,8,0.576923,0.0625
110,8,0.884615,0
110,8,0.823529,0
110,8,0.837838,0
110,8,0.848485,0.0344828
110,9,0.888889,0
110,9,0.861111,0
110,9,0.793103,0
110,9,0.8,0.0344828
110,9,0.857143,0.0526316
110,9,0.857143,0.04
110,9,0.793103,0
110,9,0.806452,0
110,9,0.846154,0
110,9,0.833333,0.047619
110,9,0.794872,0.03125
110,9,0.9375,0
110,9,0.785714,0
110,9,0.928571,0
110,9,1,0
110,9,0.771429,0.0689655
110,9,0.846154,0
110,9,0.851852,0
110,9,0.84375,0.0357143
110,9,0.6,0.25
110,9,0.791667,0
110,9,0.871795,0.0285714
110,9,0.6,0.142857
110,9,0.851852,0
110,9,0.9,0
110,9,0.764706,0.037037
110,9,0.806452,0
110,9,0.916667,0
110,9,0.95,0.05
110,9,0.9,0
110,9,0.78125,0.0740741
110,9,0.857143,0
110,9,0.84375,0
110,9,NA,NA
110,9,0.695652,0.0588235
110,9,0.866667,0.037037
110,9,0.90625,0
110,9,0.85,0
110,9,0.769231,0
110,9,0.73913,0
110,9,0.787879,0
110,9,0.794118,0.0357143
110,9,0.793103,0
110,9,0.740741,0.259259
110,9,0.833333,0
110,9,0.758621,0.0434783
110,9,0.84375,0
110,9,0.705882,0
110,9,0.785714,0
110,9,0.882353,0
110,9,0.821429,0
110,9,0.857143,0
110,9,0.5,0
110,9,0.903226,0
110,9,0.722222,0.0714286
110,9,0.736842,0
110,9,0.736842,0.0666667
110,9,NA,NA
110,9,0.933333,0
110,9,0.722222,0
110,9,0.6,0.142857
110,9,0.857143,0
110,9,0.83871,0
110,9,0.833333,0.047619
110,9,0.736842,0.0666667
110,9,0.777778,0
110,9,0.862069,0.0384615
110,9,0.846154,0.0434783
110,9,0.85,0
110,9,0.758621,0.0434783
110,9,0.846154,0
110,9,0.837838,0
110,9,0.914286,0
110,9,0.8,0
110,9,0.809524,0
110,9,0.851852,0
110,9,0.75,0.04
110,9,0.833333,0
110,9,1,0
110,9,0.818182,0
110,9,0.870968,0
110,9,0.727273,0
110,9,0.870968,0.0357143
110,9,0.833333,0
110,9,0.823529,0.0344828
110,9,NA,NA
110,9,0.862069,0
