"","time","fault","ClassPer"
"1990",13446,NA,99.5565
"1991",15246,NA,97.8796
"1992",15848,100,100
"1993",16807,NA,84.1814
"1994",17408,NA,80.6717
"1995",20474,NA,81.6828
"1996",22041,NA,90.1553
"1997",22643,NA,98.9436
"1998",23245,NA,77.0866
"1999",23848,NA,90.2436
"2000",24451,NA,79.6265
"2001",25052,NA,97.6387
"2002",25683,NA,99.5565
"2003",26491,NA,99.8335
"2004",27094,100,100
"2005",27697,NA,99.8335
"2006",28316,NA,99.1668
"2007",29666,NA,99.8335
"2008",30267,NA,80.3338
"2009",30877,NA,82.474
"2010",32243,NA,82.8509
"2011",33227,NA,99.7783
"2012",34686,NA,98.4715
"2013",35376,NA,86.4089
"2014",2958,NA,87.9974
"2015",4606,NA,79.9939
"2016",5208,NA,76.5514
"2017",6476,NA,94.6841
"2018",7806,NA,96.1567
"2019",8538,NA,99.8335
"2020",9139,NA,99.486
"2021",10021,NA,97.2685
"2022",10625,100,100
"2023",11362,NA,80.0778
"2024",12141,NA,99.8335
"2025",12770,NA,97.8346
"2026",13439,100,100
"2027",14045,100,100
"2028",14702,NA,99.8335
"2029",15303,NA,82.8969
"2030",15930,NA,91.7993
"2031",16625,NA,92.2589
"2032",17249,NA,98.9247
"2033",17902,NA,76.2947
"2034",18504,NA,89.7563
"2035",19106,NA,98.9285
"2036",21102,NA,80.9966
"2037",22321,NA,89.3234
"2038",25080,NA,88.8911
"2039",25682,100,100
"2040",26284,NA,94.1124
"2041",27044,NA,98.9247
"2042",27808,NA,99.8288
"2043",28410,100,100
"2044",29013,100,100
"2045",29787,NA,99.5001
"2046",30388,NA,92.4986
"2047",30990,NA,75.5412
"2048",31592,NA,83.5424
"2049",32942,NA,75.8355
"2050",34333,NA,94.6062
"2051",31665,NA,93.3858
"2052",5124,NA,99.5565
"2053",6736,NA,97.8796
"2054",7338,NA,98.9436
"2055",8225,NA,68.4498
"2056",9366,NA,99.1447
"2057",11226,NA,98.9749
"2058",14778,100,100
"2059",15380,NA,89.5596
"2060",20481,NA,99.5565
"2061",21084,NA,98.9285
"2062",21687,NA,85.2512
"2063",22289,NA,80.6948
"2064",22891,NA,75.0067
"2065",24328,NA,85.3895
"2066",24930,NA,94.9891
"2067",25629,NA,96.2151
"2068",26977,100,100
"2069",28014,NA,68.1612
"2070",29767,NA,68.313
"2071",35506,NA,90.2879
"2072",1986,NA,82.3689
"2073",2588,NA,87.8068
"2074",3190,NA,87.013
"2075",5069,NA,99.5565
"2076",8167,NA,84.7427
"2077",8769,NA,82.9345
"2078",9371,NA,90.934
"2079",9974,100,100
"2080",10577,100,100
"2081",12170,NA,99.5001
"2082",12771,NA,98.938
"2083",13392,NA,98.3985
"2084",14505,NA,97.6187
"2085",15107,NA,98.9247
"2086",18117,NA,99.486
"2087",18720,NA,99.4681
"2088",20128,100,100
"2089",20734,NA,99.4633
"2090",21336,NA,86.8344
"2091",25001,NA,98.1347
"2092",25604,NA,99.6667
"2093",27448,100,100
"2094",28250,NA,96.9388
"2095",28853,NA,96.1567
"2096",29714,NA,99.6667
"2097",30392,NA,95.1565
"2098",30994,100,100
"2099",31596,NA,74.6582
"2100",33099,NA,92.5714
"2101",4599,NA,94.0697
"2102",5710,NA,99.486
"2103",8100,NA,91.2809
"2104",8702,100,100
"2105",9304,100,100
"2106",10251,NA,70.7107
"2107",11798,100,100
"2108",12400,NA,79.8341
"2109",13415,NA,84.5154
"2110",14032,NA,99.3339
"2111",14747,NA,98.0022
"2112",15348,NA,94.018
"2113",17002,NA,92.1407
"2114",18255,100,100
"2115",18857,100,100
"2116",21605,NA,84.2337
"2117",22544,NA,87.9388
"2118",24364,NA,83.6601
"2119",24966,NA,94.2284
"2120",25998,NA,71.7516
"2121",26602,NA,99.6667
"2122",27237,NA,98.4728
"2123",28054,NA,95.0531
"2124",28759,NA,97.3529
"2125",29360,NA,99.4681
"2126",29962,100,100
"2127",31611,NA,92.9168
"2128",32215,NA,84.8933
"2129",32956,NA,95.1144
"2130",33560,NA,87.1511
"2131",34166,NA,97.9093
"2132",34875,NA,93.9548
"2133",35478,NA,96.1006
"2134",2574,NA,98.1414
"2135",3899,NA,73.4851
"2136",4592,NA,79.6814
"2137",6852,NA,99.7783
"2138",7469,NA,98.9749
"2139",10174,NA,90.8
"2140",10776,NA,87.6869
"2141",11458,NA,79.4328
"2142",12509,NA,83.666
"2143",13111,NA,98.9772
"2144",14379,NA,94.452
"2145",18556,NA,67.4669
"2146",19157,NA,98.9285
"2147",19759,NA,85.4485
"2148",23210,NA,89.0434
"2149",24468,NA,87.0685
"2150",25070,NA,97.6469
"2151",27127,NA,81.6497
"2152",29043,NA,98.2988
"2153",29817,NA,89.8647
"2154",30424,NA,91.7777
"2155",31128,NA,79.6165
"2156",32022,NA,75.3255
"2157",32647,NA,66.55
"2158",33249,NA,87.0179
"2159",33861,NA,89.4066
"2160",34463,NA,92.6797
"2161",35065,NA,92.8326
"2162",7726,100,100
"2163",8328,NA,91.2901
"2164",8941,NA,99.6672
"2165",10313,100,100
"2166",11058,NA,97.8499
"2167",12893,NA,98.8368
"2168",13494,100,100
"2169",16145,NA,88.054
"2170",16747,NA,98.9285
"2171",17695,NA,99.5565
"2172",18297,NA,93.6285
"2173",18984,NA,99.8128
"2174",26110,NA,77.7435
"2175",26737,100,100
"2176",27338,NA,72.3181
"2177",27942,100,100
"2178",29964,NA,98.9247
"2179",30998,NA,75.0107
"2180",31600,NA,85.8729
"2181",32367,100,100
"2182",2982,NA,70.9386
"2183",6166,NA,97.5229
"2184",6781,NA,97.2869
"2185",29374,NA,97.604
"2186",29993,NA,67.9774
"2187",30595,NA,88.2876
"2188",31210,NA,95.7172
"2189",31854,100,100
"2190",32456,NA,91.2691
"2191",33058,NA,87.3851
"2192",33660,NA,90.9784
"2193",34531,NA,99.7783
"2194",8067,NA,99.3355
"2195",8670,NA,99.8335
"2196",9345,NA,99.5012
"2197",11676,NA,89.084
"2198",14054,100,100
"2199",14929,NA,72.4154
"2200",15532,NA,98.3985
"2201",16134,NA,92.3419
"2202",16736,NA,90.8077
"2203",17339,NA,84.7978
"2204",18657,NA,81.6465
"2205",19752,NA,75.0133
"2206",20818,NA,75.3649
"2207",21419,NA,85.1596
"2208",22021,NA,97.934
"2209",22623,NA,73.0701
"2210",25727,100,100
"2211",26482,NA,83.4416
"2212",27101,NA,98.3985
"2213",27703,NA,95.9073
"2214",28305,NA,95.6531
"2215",29682,100,100
